CMDLINE /Users/johanneskarlsen/inf-2600/venv/bin/python3.11 precode.py
MEM 116.824219 1707564362.1403
MEM 116.988281 1707564362.2426
MEM 117.082031 1707564362.3437
MEM 117.238281 1707564362.4489
MEM 117.316406 1707564362.5540
MEM 117.457031 1707564362.6563
MEM 117.546875 1707564362.7615
MEM 117.617188 1707564362.8666
MEM 117.761719 1707564362.9682
MEM 117.855469 1707564363.0734
MEM 117.996094 1707564363.1787
MEM 118.066406 1707564363.2802
MEM 118.148438 1707564363.3815
MEM 118.292969 1707564363.4858
MEM 118.343750 1707564363.5887
MEM 118.406250 1707564363.6921
MEM 118.554688 1707564363.7948
MEM 118.628906 1707564363.9000
MEM 118.765625 1707564364.0053
MEM 118.832031 1707564364.1094
MEM 118.906250 1707564364.2145
MEM 119.042969 1707564364.3197
MEM 119.089844 1707564364.4249
MEM 119.152344 1707564364.5293
MEM 119.210938 1707564364.6345
MEM 119.343750 1707564364.7396
MEM 119.417969 1707564364.8432
MEM 119.468750 1707564364.9485
MEM 119.593750 1707564365.0537
MEM 119.664062 1707564365.1559
MEM 119.734375 1707564365.2610
MEM 119.863281 1707564365.3628
MEM 119.914062 1707564365.4651
MEM 119.984375 1707564365.5677
MEM 120.101562 1707564365.6697
MEM 120.179688 1707564365.7749
MEM 120.253906 1707564365.8778
MEM 120.382812 1707564365.9793
MEM 120.425781 1707564366.0832
MEM 120.468750 1707564366.1843
MEM 120.503906 1707564366.2895
MEM 120.625000 1707564366.3949
MEM 120.675781 1707564366.5001
MEM 120.718750 1707564366.6054
MEM 120.757812 1707564366.7105
MEM 120.808594 1707564366.8158
MEM 120.929688 1707564366.9199
MEM 120.996094 1707564367.0250
MEM 121.039062 1707564367.1303
MEM 121.164062 1707564367.2334
MEM 121.218750 1707564367.3386
MEM 121.273438 1707564367.4437
MEM 121.343750 1707564367.5459
MEM 121.457031 1707564367.6479
MEM 111.433594 1707564367.7507
MEM 119.777344 1707564367.8523
MEM 129.156250 1707564367.9577
MEM 129.156250 1707564368.0631
MEM 129.156250 1707564368.1685
MEM 129.156250 1707564368.2741
MEM 129.156250 1707564368.3797
MEM 129.156250 1707564368.4851
MEM 129.156250 1707564368.5905
MEM 129.156250 1707564368.6959
MEM 129.156250 1707564368.7968
MEM 129.156250 1707564368.9014
MEM 129.156250 1707564369.0054
MEM 129.156250 1707564369.1109
MEM 129.156250 1707564369.2163
MEM 129.156250 1707564369.3217
MEM 129.156250 1707564369.4271
MEM 129.156250 1707564369.5325
MEM 129.156250 1707564369.6380
MEM 129.156250 1707564369.7410
MEM 129.156250 1707564369.8434
MEM 129.156250 1707564369.9458
MEM 129.156250 1707564370.0484
MEM 129.156250 1707564370.1538
MEM 129.156250 1707564370.2550
MEM 129.156250 1707564370.3556
MEM 129.156250 1707564370.4584
MEM 129.156250 1707564370.5638
MEM 129.156250 1707564370.6692
MEM 129.156250 1707564370.7732
MEM 129.156250 1707564370.8749
MEM 129.156250 1707564370.9763
MEM 129.156250 1707564371.0817
MEM 129.156250 1707564371.1871
MEM 129.156250 1707564371.2896
MEM 129.156250 1707564371.3947
MEM 129.156250 1707564371.5001
MEM 129.156250 1707564371.6056
MEM 129.156250 1707564371.7110
MEM 129.156250 1707564371.8116
MEM 129.156250 1707564371.9170
MEM 129.156250 1707564372.0224
MEM 129.156250 1707564372.1279
MEM 129.156250 1707564372.2333
MEM 129.156250 1707564372.3387
MEM 129.156250 1707564372.4441
MEM 129.156250 1707564372.5446
MEM 129.156250 1707564372.6500
MEM 129.156250 1707564372.7506
MEM 129.156250 1707564372.8560
MEM 129.156250 1707564372.9614
MEM 129.156250 1707564373.0669
MEM 129.156250 1707564373.1723
MEM 129.156250 1707564373.2754
MEM 129.156250 1707564373.3775
MEM 129.156250 1707564373.4825
MEM 129.156250 1707564373.5855
MEM 129.156250 1707564373.6888
MEM 129.156250 1707564373.7942
MEM 129.097656 1707564373.8996
MEM 129.097656 1707564374.0051
MEM 129.097656 1707564374.1105
MEM 129.097656 1707564374.2160
MEM 129.097656 1707564374.3214
MEM 129.097656 1707564374.4268
MEM 129.097656 1707564374.5322
MEM 129.097656 1707564374.6377
MEM 129.097656 1707564374.7431
MEM 129.097656 1707564374.8485
MEM 129.097656 1707564374.9539
MEM 129.097656 1707564375.0543
MEM 129.097656 1707564375.1597
MEM 129.097656 1707564375.2651
MEM 129.097656 1707564375.3706
MEM 129.097656 1707564375.4753
MEM 129.097656 1707564375.5778
MEM 129.097656 1707564375.6803
MEM 129.097656 1707564375.7828
MEM 129.097656 1707564375.8855
MEM 129.097656 1707564375.9877
MEM 129.097656 1707564376.0899
MEM 129.097656 1707564376.1922
MEM 129.097656 1707564376.2944
MEM 129.097656 1707564376.3968
MEM 129.402344 1707564376.4996
MEM 129.402344 1707564376.6014
MEM 129.402344 1707564376.7024
MEM 129.402344 1707564376.8061
MEM 129.402344 1707564376.9064
MEM 129.410156 1707564377.0114
MEM 129.410156 1707564377.1140
MEM 129.410156 1707564377.2153
MEM 129.414062 1707564377.3184
MEM 129.414062 1707564377.4231
MEM 129.414062 1707564377.5235
MEM 129.421875 1707564377.6238
MEM 129.613281 1707564377.7246
MEM 129.792969 1707564377.8249
MEM 129.792969 1707564377.9253
MEM 129.792969 1707564378.0256
MEM 129.792969 1707564378.1291
MEM 129.792969 1707564378.2343
MEM 129.792969 1707564378.3349
MEM 129.792969 1707564378.4374
MEM 129.820312 1707564378.5385
MEM 129.890625 1707564378.6417
MEM 129.898438 1707564378.7448
MEM 125.898438 1707564378.8517
MEM 125.906250 1707564378.9525
MEM 125.910156 1707564379.0529
MEM 125.917969 1707564379.1565
MEM 125.917969 1707564379.2576
MEM 125.921875 1707564379.3581
MEM 125.921875 1707564379.4621
MEM 125.921875 1707564379.5673
MEM 125.921875 1707564379.6694
MEM 125.921875 1707564379.7725
MEM 125.921875 1707564379.8765
MEM 125.921875 1707564379.9773
MEM 125.921875 1707564380.0816
MEM 125.921875 1707564380.1832
MEM 125.921875 1707564380.2880
MEM 125.921875 1707564380.3883
MEM 125.925781 1707564380.4889
MEM 125.925781 1707564380.5891
MEM 125.925781 1707564380.6898
MEM 125.925781 1707564380.7905
MEM 125.925781 1707564380.8915
MEM 125.925781 1707564380.9920
MEM 125.925781 1707564381.0923
MEM 125.925781 1707564381.1933
MEM 125.925781 1707564381.2938
MEM 125.925781 1707564381.3942
MEM 125.925781 1707564381.4950
MEM 125.925781 1707564381.5953
MEM 125.929688 1707564381.6957
MEM 125.929688 1707564381.7959
MEM 125.929688 1707564381.8975
MEM 125.929688 1707564381.9993
MEM 125.929688 1707564382.0998
MEM 125.929688 1707564382.2008
MEM 125.929688 1707564382.3010
MEM 125.929688 1707564382.4015
MEM 125.929688 1707564382.5064
MEM 125.929688 1707564382.6110
MEM 125.929688 1707564382.7149
MEM 125.929688 1707564382.8186
MEM 125.929688 1707564382.9201
MEM 125.929688 1707564383.0236
MEM 125.929688 1707564383.1290
MEM 125.929688 1707564383.2345
MEM 125.929688 1707564383.3399
MEM 125.929688 1707564383.4424
MEM 125.511719 1707564383.5439
MEM 125.511719 1707564383.6493
MEM 125.511719 1707564383.7543
MEM 125.511719 1707564383.8555
MEM 125.511719 1707564383.9608
MEM 125.511719 1707564384.0662
MEM 125.511719 1707564384.1690
MEM 125.511719 1707564384.2744
MEM 125.511719 1707564384.3798
MEM 125.511719 1707564384.4842
MEM 125.511719 1707564384.5887
MEM 125.511719 1707564384.6933
MEM 125.511719 1707564384.7938
MEM 125.566406 1707564384.8979
MEM 125.578125 1707564384.9985
MEM 125.578125 1707564385.1038
MEM 125.578125 1707564385.2043
MEM 125.578125 1707564385.3053
MEM 125.578125 1707564385.4090
MEM 125.578125 1707564385.5102
MEM 125.578125 1707564385.6126
MEM 125.578125 1707564385.7149
MEM 125.578125 1707564385.8154
MEM 125.578125 1707564385.9201
MEM 125.578125 1707564386.0206
MEM 125.578125 1707564386.1245
MEM 125.578125 1707564386.2250
MEM 125.578125 1707564386.3291
MEM 125.476562 1707564386.4320
MEM 125.476562 1707564386.5326
MEM 125.476562 1707564386.6365
MEM 125.476562 1707564386.7370
MEM 125.476562 1707564386.8418
MEM 125.476562 1707564386.9421
MEM 125.476562 1707564387.0460
MEM 125.476562 1707564387.1485
MEM 125.476562 1707564387.2492
MEM 125.375000 1707564387.3516
MEM 125.375000 1707564387.4527
MEM 125.375000 1707564387.5553
MEM 125.375000 1707564387.6607
MEM 125.375000 1707564387.7632
MEM 125.375000 1707564387.8650
MEM 125.375000 1707564387.9682
MEM 125.375000 1707564388.0688
MEM 125.375000 1707564388.1728
MEM 125.375000 1707564388.2734
MEM 125.375000 1707564388.3772
MEM 125.375000 1707564388.4787
MEM 125.375000 1707564388.5821
MEM 125.375000 1707564388.6848
MEM 125.375000 1707564388.7857
MEM 125.359375 1707564388.8877
MEM 125.359375 1707564388.9882
MEM 125.359375 1707564389.0889
MEM 125.359375 1707564389.1932
MEM 125.359375 1707564389.2986
MEM 125.332031 1707564389.4029
MEM 125.332031 1707564389.5036
MEM 125.332031 1707564389.6063
MEM 125.332031 1707564389.7066
MEM 125.304688 1707564389.8112
MEM 125.304688 1707564389.9118
MEM 125.304688 1707564390.0156
MEM 125.257812 1707564390.1162
MEM 125.257812 1707564390.2204
MEM 125.257812 1707564390.3231
MEM 125.257812 1707564390.4251
MEM 125.257812 1707564390.5259
MEM 125.257812 1707564390.6300
MEM 125.257812 1707564390.7303
MEM 125.257812 1707564390.8312
MEM 125.257812 1707564390.9367
MEM 125.257812 1707564391.0408
MEM 125.257812 1707564391.1415
MEM 125.257812 1707564391.2444
MEM 125.257812 1707564391.3450
MEM 125.257812 1707564391.4472
MEM 125.257812 1707564391.5553
MEM 125.257812 1707564391.6557
MEM 125.257812 1707564391.7564
MEM 125.257812 1707564391.8587
MEM 125.257812 1707564391.9612
MEM 125.257812 1707564392.0658
MEM 125.257812 1707564392.1661
MEM 125.257812 1707564392.2664
MEM 125.257812 1707564392.3709
MEM 125.257812 1707564392.4749
MEM 125.257812 1707564392.5769
MEM 125.257812 1707564392.6779
MEM 125.257812 1707564392.7807
MEM 125.257812 1707564392.8811
MEM 125.257812 1707564392.9855
MEM 125.257812 1707564393.0880
MEM 125.257812 1707564393.1923
MEM 125.257812 1707564393.2977
MEM 125.257812 1707564393.4032
MEM 125.257812 1707564393.5076
MEM 125.257812 1707564393.6098
MEM 125.257812 1707564393.7122
MEM 125.257812 1707564393.8138
MEM 125.257812 1707564393.9192
MEM 125.257812 1707564394.0215
MEM 125.257812 1707564394.1220
MEM 125.257812 1707564394.2241
MEM 125.257812 1707564394.3266
MEM 125.257812 1707564394.4287
MEM 125.257812 1707564394.5290
MEM 125.257812 1707564394.6331
MEM 125.257812 1707564394.7356
MEM 125.257812 1707564394.8367
MEM 125.257812 1707564394.9404
MEM 125.257812 1707564395.0432
MEM 125.257812 1707564395.1451
MEM 125.257812 1707564395.2479
MEM 125.257812 1707564395.3533
MEM 125.257812 1707564395.4587
MEM 125.257812 1707564395.5641
MEM 125.257812 1707564395.6685
MEM 125.257812 1707564395.7696
MEM 125.257812 1707564395.8708
MEM 125.257812 1707564395.9715
MEM 125.257812 1707564396.0722
MEM 125.257812 1707564396.1736
MEM 125.257812 1707564396.2742
MEM 125.257812 1707564396.3744
MEM 125.257812 1707564396.4754
MEM 125.257812 1707564396.5799
MEM 125.257812 1707564396.6809
MEM 125.257812 1707564396.7835
MEM 125.257812 1707564396.8850
MEM 125.257812 1707564396.9867
MEM 125.257812 1707564397.0883
MEM 125.257812 1707564397.1887
MEM 125.257812 1707564397.2906
MEM 125.257812 1707564397.3927
MEM 125.257812 1707564397.4933
MEM 125.257812 1707564397.5936
MEM 125.257812 1707564397.6957
MEM 125.257812 1707564397.7978
MEM 125.257812 1707564397.9006
MEM 125.257812 1707564398.0028
MEM 125.257812 1707564398.1051
MEM 125.257812 1707564398.2065
MEM 125.257812 1707564398.3099
MEM 125.257812 1707564398.4126
MEM 125.257812 1707564398.5169
MEM 125.257812 1707564398.6223
MEM 125.257812 1707564398.7274
MEM 125.257812 1707564398.8328
MEM 125.257812 1707564398.9379
MEM 125.257812 1707564399.0412
MEM 125.257812 1707564399.1466
MEM 125.257812 1707564399.2493
MEM 125.257812 1707564399.3519
MEM 125.257812 1707564399.4573
MEM 125.257812 1707564399.5627
MEM 125.257812 1707564399.6681
MEM 125.257812 1707564399.7735
MEM 125.257812 1707564399.8766
MEM 125.257812 1707564399.9789
MEM 125.257812 1707564400.0843
MEM 125.257812 1707564400.1847
MEM 125.257812 1707564400.2856
MEM 125.257812 1707564400.3864
MEM 125.257812 1707564400.4872
MEM 125.257812 1707564400.5916
MEM 125.257812 1707564400.6970
MEM 125.257812 1707564400.8024
MEM 125.257812 1707564400.9078
MEM 125.257812 1707564401.0098
MEM 125.257812 1707564401.1135
MEM 125.257812 1707564401.2175
MEM 125.257812 1707564401.3229
MEM 125.257812 1707564401.4232
MEM 125.257812 1707564401.5234
MEM 125.257812 1707564401.6238
MEM 125.257812 1707564401.7242
MEM 125.257812 1707564401.8266
MEM 125.257812 1707564401.9276
MEM 125.257812 1707564402.0326
MEM 125.257812 1707564402.1343
MEM 125.257812 1707564402.2366
MEM 125.257812 1707564402.3385
MEM 125.257812 1707564402.4439
MEM 125.257812 1707564402.5485
MEM 125.257812 1707564402.6515
MEM 125.191406 1707564402.7568
MEM 125.191406 1707564402.8581
MEM 125.191406 1707564402.9613
MEM 125.191406 1707564403.0615
MEM 125.191406 1707564403.1650
MEM 125.191406 1707564403.2705
MEM 125.191406 1707564403.3759
MEM 125.191406 1707564403.4763
MEM 125.191406 1707564403.5777
MEM 125.191406 1707564403.6786
MEM 125.191406 1707564403.7840
MEM 125.191406 1707564403.8893
MEM 125.191406 1707564403.9897
MEM 125.191406 1707564404.0908
MEM 125.191406 1707564404.1920
MEM 125.191406 1707564404.2975
MEM 125.191406 1707564404.3981
MEM 125.191406 1707564404.5031
MEM 125.191406 1707564404.6035
MEM 125.191406 1707564404.7062
MEM 125.191406 1707564404.8073
MEM 125.191406 1707564404.9129
MEM 125.191406 1707564405.0184
MEM 125.191406 1707564405.1224
MEM 125.191406 1707564405.2260
MEM 125.191406 1707564405.3266
MEM 125.191406 1707564405.4274
MEM 125.191406 1707564405.5296
MEM 125.191406 1707564405.6302
MEM 125.191406 1707564405.7315
MEM 125.191406 1707564405.8341
MEM 125.191406 1707564405.9396
MEM 125.191406 1707564406.0447
MEM 125.191406 1707564406.1494
MEM 125.191406 1707564406.2549
MEM 125.191406 1707564406.3593
MEM 125.191406 1707564406.4647
MEM 125.191406 1707564406.5675
MEM 125.191406 1707564406.6687
MEM 125.191406 1707564406.7692
MEM 125.191406 1707564406.8699
MEM 125.191406 1707564406.9729
MEM 125.191406 1707564407.0734
MEM 125.191406 1707564407.1787
MEM 125.191406 1707564407.2841
MEM 125.191406 1707564407.3895
MEM 125.191406 1707564407.4950
MEM 125.191406 1707564407.6004
MEM 125.191406 1707564407.7059
MEM 125.191406 1707564407.8113
MEM 125.191406 1707564407.9167
MEM 125.191406 1707564408.0221
MEM 125.191406 1707564408.1235
MEM 125.191406 1707564408.2289
MEM 125.191406 1707564408.3343
MEM 125.191406 1707564408.4398
MEM 125.191406 1707564408.5450
MEM 125.191406 1707564408.6504
MEM 125.191406 1707564408.7549
MEM 125.191406 1707564408.8571
MEM 125.191406 1707564408.9624
MEM 125.191406 1707564409.0639
MEM 125.191406 1707564409.1694
MEM 125.191406 1707564409.2747
MEM 125.191406 1707564409.3802
MEM 125.191406 1707564409.4856
MEM 125.191406 1707564409.5910
MEM 125.191406 1707564409.6964
MEM 125.191406 1707564409.8005
MEM 125.191406 1707564409.9058
MEM 125.191406 1707564410.0113
MEM 125.191406 1707564410.1167
MEM 125.191406 1707564410.2222
MEM 125.191406 1707564410.3276
MEM 125.191406 1707564410.4332
MEM 125.191406 1707564410.5386
MEM 125.191406 1707564410.6404
MEM 125.191406 1707564410.7458
MEM 125.191406 1707564410.8512
MEM 125.191406 1707564410.9567
MEM 125.191406 1707564411.0621
MEM 125.191406 1707564411.1634
MEM 125.191406 1707564411.2666
MEM 125.191406 1707564411.3720
MEM 125.191406 1707564411.4724
MEM 125.191406 1707564411.5778
MEM 125.191406 1707564411.6832
MEM 125.191406 1707564411.7871
MEM 125.191406 1707564411.8925
MEM 125.191406 1707564411.9979
MEM 125.191406 1707564412.1034
MEM 125.191406 1707564412.2088
MEM 125.191406 1707564412.3142
MEM 125.191406 1707564412.4190
MEM 125.191406 1707564412.5244
MEM 125.191406 1707564412.6298
MEM 125.191406 1707564412.7302
MEM 125.191406 1707564412.8304
MEM 125.191406 1707564412.9333
MEM 125.191406 1707564413.0386
MEM 125.191406 1707564413.1440
MEM 125.191406 1707564413.2494
MEM 125.191406 1707564413.3499
MEM 125.191406 1707564413.4548
MEM 125.191406 1707564413.5603
MEM 125.191406 1707564413.6617
MEM 125.328125 1707564413.7652
MEM 125.363281 1707564413.8687
MEM 125.363281 1707564413.9721
MEM 125.363281 1707564414.0775
MEM 125.363281 1707564414.1825
MEM 125.367188 1707564414.2829
MEM 125.367188 1707564414.3835
MEM 125.367188 1707564414.4869
MEM 125.367188 1707564414.5876
MEM 125.367188 1707564414.6922
MEM 125.367188 1707564414.7928
MEM 125.386719 1707564414.8957
MEM 125.390625 1707564414.9990
MEM 125.390625 1707564415.1012
MEM 125.394531 1707564415.2039
MEM 125.398438 1707564415.3048
MEM 125.398438 1707564415.4054
MEM 125.398438 1707564415.5086
MEM 125.398438 1707564415.6132
MEM 125.398438 1707564415.7199
MEM 125.398438 1707564415.8225
MEM 125.398438 1707564415.9241
MEM 125.398438 1707564416.0248
MEM 125.402344 1707564416.1285
MEM 125.406250 1707564416.2297
MEM 125.406250 1707564416.3307
MEM 125.406250 1707564416.4315
MEM 125.406250 1707564416.5343
MEM 125.406250 1707564416.6346
MEM 125.410156 1707564416.7390
MEM 125.414062 1707564416.8393
MEM 125.414062 1707564416.9426
MEM 125.417969 1707564417.0443
MEM 125.417969 1707564417.1462
MEM 125.417969 1707564417.2466
MEM 125.402344 1707564417.3469
MEM 125.402344 1707564417.4520
MEM 125.406250 1707564417.5573
MEM 125.312500 1707564417.6579
MEM 125.660156 1707564417.7626
MEM 125.660156 1707564417.8648
MEM 125.804688 1707564417.9653
MEM 125.804688 1707564418.0675
MEM 125.804688 1707564418.1692
MEM 125.812500 1707564418.2742
MEM 125.812500 1707564418.3779
MEM 125.812500 1707564418.4785
MEM 125.812500 1707564418.5788
MEM 125.812500 1707564418.6823
MEM 125.812500 1707564418.7828
MEM 124.453125 1707564418.8875
