CMDLINE /Users/johanneskarlsen/inf-2600/venv/bin/python3.11 precode.py
MEM 104.488281 1707561876.3992
MEM 104.488281 1707561876.5032
MEM 104.488281 1707561876.6058
MEM 104.488281 1707561876.7093
MEM 104.488281 1707561876.8103
MEM 104.488281 1707561876.9158
MEM 104.488281 1707561877.0162
MEM 104.488281 1707561877.1182
MEM 104.488281 1707561877.2185
MEM 104.488281 1707561877.3220
MEM 104.488281 1707561877.4228
MEM 104.488281 1707561877.5234
MEM 104.488281 1707561877.6258
MEM 104.488281 1707561877.7267
MEM 104.488281 1707561877.8321
MEM 104.488281 1707561877.9343
MEM 104.488281 1707561878.0397
MEM 104.488281 1707561878.1418
MEM 104.488281 1707561878.2472
MEM 104.488281 1707561878.3493
MEM 99.792969 1707561878.4518
MEM 99.792969 1707561878.5522
MEM 99.777344 1707561878.6550
MEM 99.777344 1707561878.7570
MEM 99.777344 1707561878.8573
MEM 99.777344 1707561878.9577
MEM 99.781250 1707561879.0617
MEM 99.789062 1707561879.1620
MEM 99.789062 1707561879.2638
MEM 99.789062 1707561879.3685
MEM 99.789062 1707561879.4765
MEM 99.789062 1707561879.5781
MEM 99.792969 1707561879.6871
MEM 99.789062 1707561879.7877
MEM 99.789062 1707561879.8894
MEM 99.789062 1707561879.9948
MEM 99.687500 1707561880.0985
MEM 99.687500 1707561880.2001
MEM 99.687500 1707561880.3006
MEM 99.687500 1707561880.4036
MEM 99.687500 1707561880.5090
MEM 99.687500 1707561880.6134
MEM 99.687500 1707561880.7165
MEM 99.687500 1707561880.8182
MEM 99.687500 1707561880.9222
MEM 99.687500 1707561881.0264
MEM 99.687500 1707561881.1307
MEM 99.687500 1707561881.2357
MEM 99.687500 1707561881.3376
MEM 99.687500 1707561881.4396
MEM 99.687500 1707561881.5424
MEM 99.687500 1707561881.6430
MEM 99.687500 1707561881.7471
MEM 99.687500 1707561881.8477
MEM 99.687500 1707561881.9506
MEM 99.660156 1707561882.0510
MEM 99.660156 1707561882.1548
MEM 99.660156 1707561882.2552
MEM 99.660156 1707561882.3555
MEM 99.660156 1707561882.4569
MEM 99.660156 1707561882.5571
MEM 99.660156 1707561882.6574
MEM 99.660156 1707561882.7601
MEM 99.660156 1707561882.8634
MEM 99.660156 1707561882.9651
MEM 99.660156 1707561883.0687
MEM 99.660156 1707561883.1743
MEM 99.660156 1707561883.2771
MEM 99.660156 1707561883.3824
MEM 99.660156 1707561883.4844
MEM 99.660156 1707561883.5898
MEM 99.660156 1707561883.6918
MEM 99.660156 1707561883.7942
MEM 99.660156 1707561883.8964
MEM 99.660156 1707561883.9982
MEM 99.660156 1707561884.1012
MEM 99.660156 1707561884.2015
MEM 99.660156 1707561884.3060
MEM 99.660156 1707561884.4113
MEM 99.660156 1707561884.5136
MEM 99.660156 1707561884.6159
MEM 99.660156 1707561884.7168
MEM 99.660156 1707561884.8179
MEM 99.660156 1707561884.9194
MEM 99.660156 1707561885.0201
MEM 99.664062 1707561885.1211
MEM 99.664062 1707561885.2218
MEM 99.664062 1707561885.3271
MEM 99.664062 1707561885.4319
MEM 99.664062 1707561885.5344
MEM 99.664062 1707561885.6398
MEM 99.664062 1707561885.7403
MEM 99.664062 1707561885.8455
MEM 99.664062 1707561885.9509
MEM 99.664062 1707561886.0563
MEM 99.664062 1707561886.1617
MEM 99.664062 1707561886.2671
MEM 99.664062 1707561886.3703
MEM 99.664062 1707561886.4757
MEM 99.664062 1707561886.5797
MEM 99.664062 1707561886.6850
MEM 99.664062 1707561886.7904
MEM 99.664062 1707561886.8958
MEM 99.664062 1707561887.0012
MEM 100.796875 1707561887.1027
MEM 100.796875 1707561887.2057
MEM 100.796875 1707561887.3111
MEM 100.796875 1707561887.4149
MEM 100.796875 1707561887.5199
MEM 100.796875 1707561887.6209
MEM 100.796875 1707561887.7246
MEM 100.796875 1707561887.8288
MEM 100.796875 1707561887.9336
MEM 100.796875 1707561888.0383
MEM 100.796875 1707561888.1437
MEM 100.796875 1707561888.2453
MEM 100.796875 1707561888.3508
MEM 100.804688 1707561888.4533
MEM 100.804688 1707561888.5580
MEM 100.804688 1707561888.6593
MEM 100.808594 1707561888.7598
MEM 100.808594 1707561888.8639
MEM 100.808594 1707561888.9645
MEM 100.808594 1707561889.0671
MEM 100.808594 1707561889.1692
MEM 100.808594 1707561889.2746
MEM 100.808594 1707561889.3800
MEM 100.808594 1707561889.4811
MEM 100.808594 1707561889.5866
MEM 100.808594 1707561889.6920
MEM 100.808594 1707561889.7974
MEM 100.808594 1707561889.9026
MEM 100.808594 1707561890.0029
MEM 100.808594 1707561890.1083
MEM 100.808594 1707561890.2125
MEM 100.808594 1707561890.3137
MEM 100.808594 1707561890.4148
MEM 100.808594 1707561890.5202
MEM 100.808594 1707561890.6257
MEM 100.808594 1707561890.7311
MEM 100.808594 1707561890.8367
MEM 100.808594 1707561890.9421
MEM 100.808594 1707561891.0475
MEM 100.808594 1707561891.1479
MEM 100.808594 1707561891.2533
MEM 100.808594 1707561891.3546
MEM 100.808594 1707561891.4601
MEM 100.808594 1707561891.5655
MEM 100.808594 1707561891.6709
MEM 100.808594 1707561891.7762
MEM 100.808594 1707561891.8796
MEM 100.808594 1707561891.9804
MEM 100.761719 1707561892.0834
MEM 100.761719 1707561892.1884
MEM 100.761719 1707561892.2905
MEM 100.761719 1707561892.3933
MEM 100.761719 1707561892.4952
MEM 100.761719 1707561892.6006
MEM 100.761719 1707561892.7061
MEM 100.761719 1707561892.8115
MEM 100.726562 1707561892.9123
MEM 100.726562 1707561893.0129
MEM 100.726562 1707561893.1182
MEM 100.726562 1707561893.2189
MEM 100.726562 1707561893.3243
MEM 100.726562 1707561893.4297
MEM 100.726562 1707561893.5364
MEM 100.726562 1707561893.6415
MEM 100.726562 1707561893.7469
MEM 100.726562 1707561893.8523
MEM 100.726562 1707561893.9577
MEM 100.726562 1707561894.0632
MEM 100.726562 1707561894.1686
MEM 100.726562 1707561894.2740
MEM 100.726562 1707561894.3794
MEM 100.726562 1707561894.4829
MEM 100.726562 1707561894.5853
MEM 100.730469 1707561894.6860
MEM 100.730469 1707561894.7902
MEM 100.730469 1707561894.8952
MEM 100.730469 1707561894.9956
MEM 100.730469 1707561895.0973
MEM 100.730469 1707561895.1981
MEM 100.730469 1707561895.3024
MEM 100.730469 1707561895.4049
MEM 100.734375 1707561895.5074
MEM 100.734375 1707561895.6093
MEM 100.734375 1707561895.7137
MEM 100.738281 1707561895.8145
MEM 100.738281 1707561895.9152
MEM 100.742188 1707561896.0189
MEM 100.746094 1707561896.1192
MEM 100.750000 1707561896.2210
MEM 100.750000 1707561896.3215
MEM 100.750000 1707561896.4267
MEM 100.750000 1707561896.5271
MEM 100.750000 1707561896.6274
MEM 100.750000 1707561896.7299
MEM 100.750000 1707561896.8317
MEM 100.750000 1707561896.9368
MEM 100.750000 1707561897.0377
MEM 100.750000 1707561897.1388
MEM 100.761719 1707561897.2400
MEM 100.761719 1707561897.3455
MEM 100.761719 1707561897.4509
MEM 100.761719 1707561897.5551
MEM 100.761719 1707561897.6557
MEM 100.761719 1707561897.7599
MEM 100.761719 1707561897.8621
MEM 100.761719 1707561897.9648
MEM 100.761719 1707561898.0672
MEM 100.761719 1707561898.1693
MEM 100.761719 1707561898.2721
MEM 100.761719 1707561898.3743
MEM 100.761719 1707561898.4769
MEM 100.761719 1707561898.5779
MEM 100.761719 1707561898.6816
MEM 100.761719 1707561898.7840
MEM 100.761719 1707561898.8860
MEM 100.761719 1707561898.9887
MEM 100.761719 1707561899.0907
MEM 100.761719 1707561899.1931
MEM 100.761719 1707561899.2956
MEM 100.761719 1707561899.3967
MEM 100.761719 1707561899.4970
MEM 100.761719 1707561899.6024
MEM 100.761719 1707561899.7028
MEM 100.761719 1707561899.8045
MEM 100.761719 1707561899.9077
MEM 100.761719 1707561900.0115
MEM 100.761719 1707561900.1147
MEM 100.761719 1707561900.2189
MEM 100.761719 1707561900.3199
MEM 100.761719 1707561900.4253
MEM 100.761719 1707561900.5259
MEM 100.761719 1707561900.6267
MEM 100.761719 1707561900.7295
MEM 100.761719 1707561900.8320
MEM 100.761719 1707561900.9342
MEM 100.761719 1707561901.0369
MEM 100.761719 1707561901.1388
MEM 100.761719 1707561901.2392
MEM 100.761719 1707561901.3436
MEM 100.761719 1707561901.4462
MEM 100.761719 1707561901.5467
MEM 100.761719 1707561901.6507
MEM 100.761719 1707561901.7513
MEM 100.761719 1707561901.8555
MEM 100.761719 1707561901.9559
MEM 100.761719 1707561902.0602
MEM 100.781250 1707561902.1627
MEM 100.781250 1707561902.2682
MEM 100.781250 1707561902.3736
MEM 100.781250 1707561902.4772
MEM 100.781250 1707561902.5782
MEM 100.781250 1707561902.6786
MEM 100.781250 1707561902.7804
MEM 100.781250 1707561902.8823
MEM 100.781250 1707561902.9877
MEM 100.781250 1707561903.0931
MEM 100.781250 1707561903.1985
MEM 100.781250 1707561903.3033
MEM 100.781250 1707561903.4057
MEM 100.781250 1707561903.5111
MEM 100.781250 1707561903.6165
MEM 100.781250 1707561903.7195
MEM 100.781250 1707561903.8199
MEM 100.925781 1707561903.9272
MEM 100.949219 1707561904.0291
MEM 100.949219 1707561904.1343
MEM 100.949219 1707561904.2353
MEM 100.949219 1707561904.3403
MEM 100.949219 1707561904.4429
MEM 100.949219 1707561904.5483
MEM 100.949219 1707561904.6537
MEM 100.949219 1707561904.7553
MEM 100.949219 1707561904.8582
MEM 100.949219 1707561904.9595
MEM 100.949219 1707561905.0600
MEM 101.050781 1707561905.1634
MEM 101.050781 1707561905.2639
MEM 101.054688 1707561905.3693
MEM 101.054688 1707561905.4744
MEM 101.054688 1707561905.5797
MEM 101.058594 1707561905.6802
MEM 101.058594 1707561905.7840
MEM 101.058594 1707561905.8894
MEM 101.058594 1707561905.9948
MEM 101.058594 1707561906.1002
MEM 101.058594 1707561906.2021
MEM 101.058594 1707561906.3076
MEM 101.058594 1707561906.4130
MEM 101.058594 1707561906.5185
MEM 101.058594 1707561906.6210
MEM 101.058594 1707561906.7248
MEM 101.058594 1707561906.8259
MEM 101.058594 1707561906.9280
MEM 101.058594 1707561907.0304
MEM 101.058594 1707561907.1328
MEM 101.058594 1707561907.2338
MEM 101.058594 1707561907.3376
MEM 101.058594 1707561907.4400
MEM 101.058594 1707561907.5409
MEM 101.058594 1707561907.6447
MEM 101.058594 1707561907.7501
MEM 101.058594 1707561907.8555
MEM 101.058594 1707561907.9608
MEM 101.058594 1707561908.0662
MEM 101.058594 1707561908.1716
MEM 101.058594 1707561908.2743
MEM 101.062500 1707561908.3746
MEM 101.062500 1707561908.4797
MEM 101.062500 1707561908.5840
MEM 101.062500 1707561908.6896
MEM 101.062500 1707561908.7906
MEM 101.062500 1707561908.8935
MEM 101.062500 1707561908.9938
MEM 101.062500 1707561909.0992
MEM 101.062500 1707561909.2002
MEM 101.062500 1707561909.3018
MEM 101.062500 1707561909.4072
MEM 101.062500 1707561909.5099
MEM 101.062500 1707561909.6145
MEM 101.062500 1707561909.7199
MEM 101.062500 1707561909.8218
MEM 101.062500 1707561909.9273
MEM 101.062500 1707561910.0327
MEM 101.062500 1707561910.1381
MEM 100.976562 1707561910.2435
MEM 100.976562 1707561910.3478
MEM 100.976562 1707561910.4532
MEM 100.976562 1707561910.5586
MEM 100.976562 1707561910.6621
MEM 100.976562 1707561910.7633
MEM 100.976562 1707561910.8652
MEM 100.976562 1707561910.9692
MEM 100.976562 1707561911.0716
MEM 100.976562 1707561911.1741
MEM 100.976562 1707561911.2754
MEM 100.976562 1707561911.3789
MEM 100.976562 1707561911.4813
MEM 100.976562 1707561911.5833
MEM 100.976562 1707561911.6857
MEM 100.976562 1707561911.7907
MEM 100.976562 1707561911.8910
MEM 100.976562 1707561911.9914
MEM 100.976562 1707561912.0954
MEM 100.976562 1707561912.1980
MEM 100.976562 1707561912.2998
MEM 100.976562 1707561912.4028
MEM 100.976562 1707561912.5032
MEM 100.976562 1707561912.6063
MEM 100.976562 1707561912.7101
MEM 100.976562 1707561912.8108
MEM 100.976562 1707561912.9110
MEM 100.976562 1707561913.0164
MEM 100.976562 1707561913.1193
MEM 100.976562 1707561913.2211
MEM 100.976562 1707561913.3219
MEM 100.976562 1707561913.4269
MEM 100.976562 1707561913.5322
MEM 100.976562 1707561913.6335
MEM 100.976562 1707561913.7340
MEM 100.976562 1707561913.8384
MEM 100.933594 1707561913.9405
MEM 100.933594 1707561914.0459
MEM 100.933594 1707561914.1512
MEM 100.933594 1707561914.2567
MEM 100.933594 1707561914.3621
MEM 100.933594 1707561914.4675
MEM 100.933594 1707561914.5730
MEM 100.933594 1707561914.6736
MEM 102.625000 1707561914.7769
MEM 102.632812 1707561914.8812
MEM 102.632812 1707561914.9866
MEM 102.632812 1707561915.0869
MEM 102.632812 1707561915.1923
MEM 102.632812 1707561915.2977
MEM 102.726562 1707561915.3989
MEM 102.777344 1707561915.4997
MEM 102.777344 1707561915.6003
MEM 102.777344 1707561915.7057
MEM 102.777344 1707561915.8111
MEM 102.875000 1707561915.9137
MEM 102.878906 1707561916.0160
MEM 102.878906 1707561916.1215
MEM 102.878906 1707561916.2269
MEM 102.878906 1707561916.3303
MEM 102.886719 1707561916.4316
MEM 102.886719 1707561916.5326
MEM 102.886719 1707561916.6356
MEM 102.886719 1707561916.7400
MEM 102.886719 1707561916.8413
MEM 102.894531 1707561916.9444
MEM 102.894531 1707561917.0486
MEM 102.894531 1707561917.1504
MEM 102.894531 1707561917.2543
MEM 102.894531 1707561917.3597
MEM 102.894531 1707561917.4651
MEM 102.894531 1707561917.5660
MEM 103.230469 1707561917.6708
MEM 103.464844 1707561917.7749
MEM 103.527344 1707561917.8766
MEM 103.570312 1707561917.9768
MEM 103.605469 1707561918.0772
MEM 104.578125 1707561918.1777
MEM 123.785156 1707561918.2825
MEM 123.785156 1707561918.3864
MEM 123.785156 1707561918.4881
MEM 123.785156 1707561918.5935
MEM 123.785156 1707561918.6945
MEM 123.996094 1707561918.7953
MEM 124.046875 1707561918.8985
MEM 124.058594 1707561919.0021
MEM 124.058594 1707561919.1076
MEM 124.062500 1707561919.2126
MEM 124.066406 1707561919.3130
MEM 124.066406 1707561919.4138
MEM 124.066406 1707561919.5180
MEM 124.167969 1707561919.6203
MEM 124.171875 1707561919.7211
MEM 124.171875 1707561919.8265
MEM 124.171875 1707561919.9310
MEM 124.234375 1707561920.0593
MEM 124.234375 1707561920.1634
MEM 124.234375 1707561920.2641
MEM 124.238281 1707561920.3648
MEM 124.250000 1707561920.4652
MEM 124.496094 1707561920.5657
MEM 124.500000 1707561920.6663
MEM 124.515625 1707561920.7673
MEM 124.515625 1707561920.8685
MEM 124.515625 1707561920.9688
MEM 124.519531 1707561921.0696
MEM 124.519531 1707561921.1748
MEM 124.519531 1707561921.2757
MEM 124.519531 1707561921.3760
MEM 124.527344 1707561921.4807
MEM 124.527344 1707561921.5835
MEM 124.527344 1707561921.6838
MEM 124.527344 1707561921.7890
MEM 124.527344 1707561921.8893
MEM 124.527344 1707561921.9897
MEM 124.527344 1707561922.0899
MEM 124.527344 1707561922.1902
MEM 124.527344 1707561922.2907
MEM 124.527344 1707561922.3932
MEM 124.527344 1707561922.4934
MEM 124.527344 1707561922.5942
MEM 124.527344 1707561922.6973
MEM 124.527344 1707561922.7982
MEM 124.527344 1707561922.8984
MEM 124.527344 1707561923.0006
MEM 124.527344 1707561923.1029
MEM 124.527344 1707561923.2036
MEM 124.527344 1707561923.3090
MEM 124.527344 1707561923.4098
MEM 124.527344 1707561923.5104
MEM 124.527344 1707561923.6131
MEM 124.527344 1707561923.7178
MEM 124.527344 1707561923.8232
MEM 124.527344 1707561923.9266
MEM 124.527344 1707561924.0321
MEM 124.527344 1707561924.1365
MEM 124.527344 1707561924.2419
MEM 124.527344 1707561924.3435
MEM 124.527344 1707561924.4489
MEM 124.527344 1707561924.5544
MEM 124.527344 1707561924.6550
MEM 124.527344 1707561924.7558
MEM 124.511719 1707561924.8561
MEM 124.511719 1707561924.9583
MEM 124.511719 1707561925.0604
MEM 124.511719 1707561925.1644
MEM 124.511719 1707561925.2647
MEM 124.511719 1707561925.3660
MEM 124.511719 1707561925.4714
MEM 124.511719 1707561925.5763
MEM 124.511719 1707561925.6818
MEM 124.464844 1707561925.7872
MEM 124.464844 1707561925.8926
MEM 124.464844 1707561925.9981
MEM 124.363281 1707561926.1009
MEM 124.363281 1707561926.2063
MEM 124.363281 1707561926.3118
MEM 124.363281 1707561926.4134
MEM 124.363281 1707561926.5189
MEM 124.363281 1707561926.6243
MEM 124.363281 1707561926.7298
MEM 124.363281 1707561926.8326
MEM 124.261719 1707561926.9330
MEM 124.261719 1707561927.0360
MEM 124.261719 1707561927.1414
MEM 124.261719 1707561927.2468
MEM 124.261719 1707561927.3522
MEM 124.261719 1707561927.4550
MEM 124.261719 1707561927.5552
MEM 124.261719 1707561927.6563
MEM 124.261719 1707561927.7616
MEM 124.261719 1707561927.8646
MEM 124.261719 1707561927.9668
MEM 124.261719 1707561928.0675
MEM 124.261719 1707561928.1706
MEM 119.550781 1707561928.2741
MEM 119.550781 1707561928.3747
MEM 119.550781 1707561928.4758
MEM 119.550781 1707561928.5786
MEM 119.550781 1707561928.6789
MEM 119.550781 1707561928.7803
MEM 119.550781 1707561928.8813
MEM 119.550781 1707561928.9867
MEM 119.550781 1707561929.0877
MEM 119.550781 1707561929.1931
MEM 119.550781 1707561929.2984
MEM 119.550781 1707561929.3998
MEM 119.550781 1707561929.5052
MEM 119.449219 1707561929.6056
MEM 119.449219 1707561929.7064
MEM 119.449219 1707561929.8106
MEM 119.449219 1707561929.9115
MEM 119.449219 1707561930.0150
MEM 119.351562 1707561930.1168
MEM 119.351562 1707561930.2213
MEM 119.351562 1707561930.3226
MEM 119.355469 1707561930.4248
MEM 119.355469 1707561930.5267
MEM 119.332031 1707561930.6293
MEM 119.332031 1707561930.7303
MEM 119.332031 1707561930.8320
MEM 119.332031 1707561930.9342
MEM 121.453125 1707561931.0389
MEM 121.453125 1707561931.1417
MEM 121.453125 1707561931.2438
MEM 121.453125 1707561931.3485
MEM 121.453125 1707561931.4488
MEM 121.453125 1707561931.5509
MEM 121.453125 1707561931.6552
MEM 121.558594 1707561931.7593
MEM 121.558594 1707561931.8596
MEM 121.558594 1707561931.9603
MEM 121.660156 1707561932.0608
MEM 121.660156 1707561932.1637
MEM 121.660156 1707561932.2640
MEM 121.664062 1707561932.3682
MEM 121.667969 1707561932.4686
MEM 121.667969 1707561932.5722
MEM 121.695312 1707561932.6725
MEM 121.703125 1707561932.7778
MEM 121.703125 1707561932.8793
MEM 121.703125 1707561932.9795
MEM 121.703125 1707561933.0846
MEM 121.703125 1707561933.1873
MEM 121.703125 1707561933.2890
MEM 121.703125 1707561933.3944
MEM 121.703125 1707561933.4947
MEM 121.703125 1707561933.5953
MEM 121.703125 1707561933.6965
MEM 121.703125 1707561933.8019
MEM 121.703125 1707561933.9028
MEM 121.703125 1707561934.0054
MEM 121.703125 1707561934.1059
MEM 121.703125 1707561934.2075
MEM 121.703125 1707561934.3105
MEM 121.703125 1707561934.4158
MEM 121.703125 1707561934.5164
MEM 121.703125 1707561934.6213
MEM 121.703125 1707561934.7217
MEM 121.703125 1707561934.8251
MEM 121.703125 1707561934.9272
MEM 121.703125 1707561935.0285
MEM 121.703125 1707561935.1327
MEM 121.703125 1707561935.2342
MEM 121.703125 1707561935.3350
MEM 121.703125 1707561935.4363
MEM 121.703125 1707561935.5419
MEM 121.703125 1707561935.6463
MEM 121.703125 1707561935.7468
MEM 121.703125 1707561935.8517
MEM 121.703125 1707561935.9543
MEM 121.703125 1707561936.0564
MEM 121.703125 1707561936.1591
MEM 121.703125 1707561936.2601
MEM 121.703125 1707561936.3641
MEM 121.703125 1707561936.4647
MEM 121.703125 1707561936.5688
MEM 121.710938 1707561936.6692
MEM 121.710938 1707561936.7701
MEM 121.710938 1707561936.8756
MEM 121.710938 1707561936.9780
MEM 121.714844 1707561937.0783
MEM 121.718750 1707561937.1825
MEM 121.718750 1707561937.2856
MEM 121.718750 1707561937.3879
MEM 121.718750 1707561937.4899
MEM 121.718750 1707561937.5903
MEM 121.722656 1707561937.6932
MEM 121.722656 1707561937.7955
MEM 121.722656 1707561937.8988
MEM 121.726562 1707561938.0020
MEM 121.726562 1707561938.1028
MEM 121.730469 1707561938.2070
MEM 121.730469 1707561938.3076
MEM 121.730469 1707561938.4080
MEM 121.730469 1707561938.5112
MEM 121.730469 1707561938.6120
MEM 121.730469 1707561938.7161
MEM 121.730469 1707561938.8205
MEM 121.730469 1707561938.9216
MEM 121.730469 1707561939.0223
MEM 121.730469 1707561939.1278
MEM 121.730469 1707561939.2294
MEM 121.730469 1707561939.3334
MEM 121.730469 1707561939.4340
MEM 121.730469 1707561939.5358
MEM 121.730469 1707561939.6368
MEM 121.730469 1707561939.7422
MEM 121.730469 1707561939.8476
MEM 121.730469 1707561939.9480
MEM 121.730469 1707561940.0503
MEM 121.730469 1707561940.1528
MEM 121.730469 1707561940.2547
MEM 121.730469 1707561940.3600
MEM 121.730469 1707561940.4640
MEM 121.730469 1707561940.5649
MEM 121.730469 1707561940.6652
MEM 121.730469 1707561940.7656
MEM 121.730469 1707561940.8694
MEM 121.730469 1707561940.9713
MEM 121.730469 1707561941.0743
MEM 121.730469 1707561941.1766
MEM 121.730469 1707561941.2793
MEM 121.730469 1707561941.3811
MEM 121.730469 1707561941.4834
MEM 121.730469 1707561941.5888
MEM 121.730469 1707561941.6943
MEM 121.730469 1707561941.7996
MEM 121.730469 1707561941.9050
MEM 121.730469 1707561942.0055
MEM 121.730469 1707561942.1084
MEM 121.730469 1707561942.2138
MEM 121.730469 1707561942.3192
MEM 121.730469 1707561942.4247
MEM 121.730469 1707561942.5302
MEM 121.730469 1707561942.6356
MEM 121.730469 1707561942.7410
MEM 121.730469 1707561942.8465
MEM 121.730469 1707561942.9514
MEM 121.730469 1707561943.0568
MEM 121.730469 1707561943.1623
MEM 121.730469 1707561943.2677
MEM 121.730469 1707561943.3731
MEM 121.730469 1707561943.4782
MEM 121.730469 1707561943.5836
MEM 121.730469 1707561943.6891
MEM 121.730469 1707561943.7945
MEM 121.730469 1707561943.8999
MEM 121.636719 1707561944.0054
MEM 121.636719 1707561944.1108
MEM 121.636719 1707561944.2136
MEM 121.636719 1707561944.3190
MEM 121.636719 1707561944.4207
MEM 121.636719 1707561944.5211
MEM 121.636719 1707561944.6265
MEM 121.636719 1707561944.7319
MEM 121.636719 1707561944.8373
MEM 121.636719 1707561944.9427
MEM 121.636719 1707561945.0451
MEM 121.636719 1707561945.1480
MEM 121.636719 1707561945.2534
MEM 121.636719 1707561945.3588
MEM 121.636719 1707561945.4607
MEM 121.636719 1707561945.5662
MEM 121.636719 1707561945.6667
MEM 121.636719 1707561945.7721
MEM 121.636719 1707561945.8736
MEM 121.636719 1707561945.9738
MEM 121.636719 1707561946.0795
MEM 121.636719 1707561946.1798
MEM 121.636719 1707561946.2852
MEM 121.636719 1707561946.3907
MEM 121.636719 1707561946.4910
MEM 121.636719 1707561946.5959
MEM 121.621094 1707561946.7013
MEM 121.621094 1707561946.8032
MEM 121.621094 1707561946.9086
MEM 121.621094 1707561947.0133
MEM 121.621094 1707561947.1138
MEM 121.621094 1707561947.2177
MEM 121.695312 1707561947.3188
MEM 121.695312 1707561947.4213
MEM 121.695312 1707561947.5215
MEM 121.695312 1707561947.6258
MEM 121.695312 1707561947.7301
MEM 121.695312 1707561947.8308
MEM 121.695312 1707561947.9333
MEM 121.703125 1707561948.0337
MEM 121.703125 1707561948.1391
MEM 121.703125 1707561948.2420
MEM 121.707031 1707561948.3435
MEM 121.691406 1707561948.4437
MEM 121.691406 1707561948.5480
MEM 121.695312 1707561948.6513
MEM 119.417969 1707561948.7517
